us, ir
481, 487.5520000000001
481, 487.5520000000001
481, 487.5520000000001
481, 487.5520000000001
490, 499.8
490, 499.8
490, 499.8
490, 499.8
500, 499.8
500, 499.8
500, 499.8
500, 499.8
509, 499.8
509, 499.8
509, 524.728
509, 524.728
509, 524.728
517, 524.728
517, 524.728
517, 524.728
517, 524.728
525, 524.728
525, 524.728
525, 537.408
525, 537.408
525, 537.408
536, 537.408
536, 537.408
536, 537.408
536, 537.408
544, 537.408
544, 537.408
544, 537.408
544, 563.2000000000001
544, 563.2000000000001
553, 563.2000000000001
553, 563.2000000000001
553, 563.2000000000001
553, 563.2000000000001
567, 563.2000000000001
567, 563.2000000000001
567, 563.2000000000001
567, 576.312
572, 576.312
572, 576.312
572, 576.312
572, 576.312
572, 576.312
581, 576.312
581, 576.312
581, 576.312
581, 576.312
581, 589.568
595, 589.568
595, 589.568
595, 589.568
595, 589.568
603, 589.568
603, 589.568
603, 589.568
603, 589.568
603, 602.9680000000001
609, 602.9680000000001
609, 602.9680000000001
609, 602.9680000000001
622, 602.9680000000001
622, 602.9680000000001
622, 602.9680000000001
622, 602.9680000000001
630, 630.2
630, 630.2
630, 630.2
630, 630.2
630, 630.2
644, 630.2
644, 630.2
644, 630.2
644, 630.2
645, 630.2
645, 644.032
645, 644.032
645, 644.032
645, 644.032
654, 644.032
654, 644.032
654, 644.032
654, 644.032
662, 644.032
662, 644.032
662, 658.0080000000001
662, 658.0080000000001
662, 658.0080000000001
670, 658.0080000000001
670, 658.0080000000001
670, 658.0080000000001
670, 658.0080000000001
670, 658.0080000000001
677, 658.0080000000001
677, 672.128
677, 672.128
677, 672.128
685, 672.128
685, 672.128
685, 672.128
685, 672.128
685, 672.128
689, 672.128
689, 686.392
689, 686.392
689, 686.392
689, 686.392
698, 686.392
698, 686.392
698, 686.392
698, 686.392
705, 686.392
705, 686.392
705, 700.8
705, 700.8
705, 700.8
714, 700.8
714, 700.8
714, 700.8
714, 700.8
714, 700.8
714, 700.8
720, 700.8
720, 715.3520000000001
720, 715.3520000000001
720, 715.3520000000001
726, 715.3520000000001
726, 715.3520000000001
726, 715.3520000000001
726, 715.3520000000001
726, 715.3520000000001
736, 715.3520000000001
736, 715.3520000000001
736, 730.048
736, 730.048
736, 730.048
736, 730.048
736, 730.048
736, 730.048
742, 730.048
742, 730.048
742, 730.048
742, 730.048
742, 730.048
748, 730.048
748, 730.048
748, 730.048
748, 730.048
748, 730.048
748, 730.048
748, 730.048
748, 744.8880000000001
750, 744.8880000000001
750, 744.8880000000001
750, 744.8880000000001
750, 744.8880000000001
750, 744.8880000000001
754, 744.8880000000001
754, 744.8880000000001
754, 744.8880000000001
754, 759.8720000000001
754, 759.8720000000001
762, 759.8720000000001
762, 759.8720000000001
762, 759.8720000000001
762, 759.8720000000001
762, 759.8720000000001
765, 759.8720000000001
765, 759.8720000000001
765, 759.8720000000001
765, 759.8720000000001
773, 759.8720000000001
773, 759.8720000000001
773, 759.8720000000001
773, 759.8720000000001
773, 759.8720000000001
779, 759.8720000000001
779, 759.8720000000001
779, 759.8720000000001
779, 775.0
779, 775.0
788, 775.0
788, 775.0
788, 775.0
788, 775.0
794, 775.0
794, 775.0
794, 775.0
794, 775.0
802, 775.0
802, 775.0
802, 775.0
802, 775.0
804, 775.0
804, 775.0
804, 775.0
804, 805.688
812, 805.688
812, 805.688
812, 805.688
812, 805.688
812, 805.688
818, 805.688
818, 805.688
818, 805.688
818, 821.2480000000001
826, 821.2480000000001
826, 821.2480000000001
826, 821.2480000000001
826, 821.2480000000001
826, 821.2480000000001
833, 821.2480000000001
833, 821.2480000000001
833, 821.2480000000001
833, 821.2480000000001
833, 821.2480000000001
840, 821.2480000000001
840, 821.2480000000001
840, 821.2480000000001
840, 821.2480000000001
840, 821.2480000000001
843, 821.2480000000001
843, 821.2480000000001
843, 821.2480000000001
843, 836.952
849, 836.952
849, 836.952
849, 836.952
849, 836.952
849, 836.952
855, 836.952
855, 836.952
855, 836.952
855, 821.2480000000001
855, 821.2480000000001
856, 821.2480000000001
856, 821.2480000000001
856, 821.2480000000001
856, 821.2480000000001
856, 821.2480000000001
865, 821.2480000000001
865, 821.2480000000001
865, 821.2480000000001
865, 836.952
865, 836.952
871, 836.952
871, 836.952
871, 836.952
871, 836.952
871, 836.952
878, 836.952
878, 836.952
878, 852.8
878, 852.8
878, 852.8
878, 852.8
878, 852.8
878, 852.8
878, 852.8
885, 852.8
885, 852.8
885, 852.8
885, 868.792
885, 868.792
886, 868.792
886, 868.792
886, 868.792
886, 868.792
886, 868.792
893, 868.792
893, 868.792
893, 868.792
893, 868.792
893, 868.792
895, 868.792
895, 868.792
895, 868.792
895, 868.792
899, 868.792
899, 868.792
899, 917.632
899, 917.632
902, 917.632
902, 917.632
902, 917.632
902, 917.632
902, 917.632
903, 917.632
903, 917.632
903, 868.792
903, 868.792
903, 868.792
908, 868.792
908, 868.792
908, 868.792
908, 868.792
908, 868.792
913, 868.792
913, 868.792
913, 868.792
913, 868.792
908, 868.792
908, 868.792
908, 868.792
908, 868.792
908, 868.792
913, 868.792
913, 868.792
913, 884.928
913, 884.928
913, 884.928
915, 884.928
915, 884.928
915, 884.928
915, 884.928
915, 884.928
921, 884.928
921, 884.928
921, 868.792
921, 868.792
921, 868.792
923, 868.792
923, 868.792
923, 868.792
923, 868.792
923, 868.792
925, 868.792
925, 868.792
925, 884.928
925, 884.928
925, 884.928
925, 884.928
925, 884.928
925, 884.928
925, 884.928
925, 901.2080000000001
925, 901.2080000000001
925, 901.2080000000001
925, 901.2080000000001
929, 901.2080000000001
929, 901.2080000000001
929, 901.2080000000001
929, 901.2080000000001
931, 901.2080000000001
931, 917.632
